"Name","Calls","TotalDurationNs","AverageNs","Percentage","MinNs","MaxNs","StdDev"
"void rms_norm_f32<256, true, false>(float const*, float*, int, long, long, long, float, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>)",80,23034890,287936.125000,0.3609,46240,398241,128098.804177
"void k_bin_bcast<&(op_add(float, float)), float, float, float, float const*>(float const*, float const*, float*, int, int, int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, float const*)",176,22665287,128780.039773,0.3551,4960,216480,76094.208496
"void rms_norm_f32<1024, true, false>(float const*, float*, int, long, long, long, float, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, float const*, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>)",129,21423366,166072.604651,0.3356,149440,403200,22677.448598
"void flash_attn_combine_results<256>(float const*, HIP_vector_type<float, 2u> const*, float*, int)",16,11498245,718640.312500,0.1801,704160,742241,17161.001065
"void cpy_scalar<&(void cpy_1_scalar<float, float>(char const*, char*))>(char const*, char*, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long)",64,8644646,135072.593750,0.1354,7040,537760,221271.254307
"void l2_norm_f32<32>(float const*, float*, int, long, long, long, float)",96,8276169,86210.093750,0.1297,83520,124800,4058.576038
"void rope_multi<true, false, float>(float const*, float*, int, int, int, int, int, int, int, int, int, int, int const*, float, float, float, rope_corr_dims, float, float const*, mrope_sections, bool)",32,7827684,244615.125000,0.1226,71840,433440,172867.905240
"void unary_gated_op_kernel<&(op_sigmoid(float)), float>(float const*, float const*, float*, long, long, long, long)",16,3489762,218110.125000,0.0547,217600,219520,453.387380
"void mul_mat_vec_q<(ggml_type)14, 1, false, false>(void const*, void const*, int const*, ggml_cuda_mm_fusion_args_device, float*, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, HIP_vector_type<unsigned int, 3u>, unsigned int, unsigned int, unsigned int, unsigned int)",1,1717281,1717281.000000,0.0269,1717281,1717281,0.00000000e+00
"void k_set_rows<float, long, __half>(float const*, long const*, __half*, long, long, long, long, long, long, long, long, long, long, long, long, long, long, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>)",32,1333441,41670.031250,0.0209,40640,44160,1018.353208
"__amd_rocclr_copyBuffer",228,1257440,5515.087719,0.0197,2880,12640,3025.195300
"void flash_attn_mask_to_KV_max<16>(__half2 const*, int*, int, int, int)",16,1177121,73570.062500,0.0184,72160,75360,974.437990
"void k_get_rows_float<float, float>(float const*, int const*, float*, long, long, HIP_vector_type<unsigned int, 3u>, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",97,1014883,10462.711340,0.0159,4000,55840,7510.355275
"scale_f32(float const*, float*, float, float, long)",96,824000,8583.333333,0.0129,3520,53280,6407.615644
"__amd_rocclr_fillBufferAligned",2,456160,228080.000000,7.147e-03,215360,240800,17988.796513
"void k_bin_bcast<&(op_mul(float, float)), float, float, float, float const*>(float const*, float const*, float*, int, int, int, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, HIP_vector_type<unsigned int, 3u>, int, int, int, int, int, int, int, int, int, int, int, float const*)",48,241120,5023.333333,3.778e-03,4800,5760,153.890446
"void unary_op_kernel<&(op_sigmoid(float)), float>(float const*, float*, int)",48,176800,3683.333333,2.770e-03,3520,4480,153.003036
"void unary_op_kernel<&(op_softplus(float)), float>(float const*, float*, int)",48,175520,3656.666667,2.750e-03,2880,4320,180.747071
"quantize_q8_1(float const*, void*, long, long, long, long, long, unsigned int, HIP_vector_type<unsigned int, 3u>)",1,3680,3680.000000,5.765e-05,3680,3680,0.00000000e+00
