"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
7,7,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_LDS",0.00000000e+00,613688810208488,613688810213448
7,7,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VALU",105.000000,613688810208488,613688810213448
7,7,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_RD",1.000000,613688810208488,613688810213448
7,7,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_WR",1.000000,613688810208488,613688810213448
7,7,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,613688810208488,613688810213448
7,7,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAIT_INST_LDS",0.00000000e+00,613688810208488,613688810213448
7,7,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAVES_sum",8.000000,613688810208488,613688810213448
7,7,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_RDREQ_32B_sum",0.00000000e+00,613688810208488,613688810213448
7,7,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_WRREQ_64B_sum",3.000000,613688810208488,613688810213448
7,7,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_HIT_sum",0.00000000e+00,613688810208488,613688810213448
7,7,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_MISS_sum",19.000000,613688810208488,613688810213448
8,8,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_LDS",0.00000000e+00,613688810283208,613688810287048
8,8,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VALU",105.000000,613688810283208,613688810287048
8,8,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_RD",1.000000,613688810283208,613688810287048
8,8,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_WR",1.000000,613688810283208,613688810287048
8,8,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,613688810283208,613688810287048
8,8,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAIT_INST_LDS",0.00000000e+00,613688810283208,613688810287048
8,8,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAVES_sum",8.000000,613688810283208,613688810287048
8,8,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_RDREQ_32B_sum",0.00000000e+00,613688810283208,613688810287048
8,8,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_WRREQ_64B_sum",0.00000000e+00,613688810283208,613688810287048
8,8,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_HIT_sum",0.00000000e+00,613688810283208,613688810287048
8,8,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_MISS_sum",17.000000,613688810283208,613688810287048
9,9,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_LDS",0.00000000e+00,613688810934088,613688810939048
9,9,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VALU",105.000000,613688810934088,613688810939048
9,9,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_RD",1.000000,613688810934088,613688810939048
9,9,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_WR",1.000000,613688810934088,613688810939048
9,9,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,613688810934088,613688810939048
9,9,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAIT_INST_LDS",0.00000000e+00,613688810934088,613688810939048
9,9,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAVES_sum",8.000000,613688810934088,613688810939048
9,9,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_RDREQ_32B_sum",0.00000000e+00,613688810934088,613688810939048
9,9,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_WRREQ_64B_sum",8.000000,613688810934088,613688810939048
9,9,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_HIT_sum",0.00000000e+00,613688810934088,613688810939048
9,9,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_MISS_sum",29.000000,613688810934088,613688810939048
10,10,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_LDS",0.00000000e+00,613688856382468,613688856387588
10,10,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VALU",105.000000,613688856382468,613688856387588
10,10,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_RD",1.000000,613688856382468,613688856387588
10,10,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_WR",1.000000,613688856382468,613688856387588
10,10,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,613688856382468,613688856387588
10,10,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAIT_INST_LDS",0.00000000e+00,613688856382468,613688856387588
10,10,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAVES_sum",8.000000,613688856382468,613688856387588
10,10,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_RDREQ_32B_sum",0.00000000e+00,613688856382468,613688856387588
10,10,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_WRREQ_64B_sum",16.000000,613688856382468,613688856387588
10,10,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_HIT_sum",0.00000000e+00,613688856382468,613688856387588
10,10,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_MISS_sum",45.000000,613688856382468,613688856387588
11,11,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_LDS",0.00000000e+00,613688856457508,613688856461188
11,11,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VALU",105.000000,613688856457508,613688856461188
11,11,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_RD",1.000000,613688856457508,613688856461188
11,11,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_WR",1.000000,613688856457508,613688856461188
11,11,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,613688856457508,613688856461188
11,11,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAIT_INST_LDS",0.00000000e+00,613688856457508,613688856461188
11,11,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAVES_sum",8.000000,613688856457508,613688856461188
11,11,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_RDREQ_32B_sum",0.00000000e+00,613688856457508,613688856461188
11,11,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_WRREQ_64B_sum",0.00000000e+00,613688856457508,613688856461188
11,11,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_HIT_sum",0.00000000e+00,613688856457508,613688856461188
11,11,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_MISS_sum",43.000000,613688856457508,613688856461188
12,12,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_LDS",0.00000000e+00,613688896506350,613688896511310
12,12,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VALU",105.000000,613688896506350,613688896511310
12,12,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_RD",1.000000,613688896506350,613688896511310
12,12,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_WR",1.000000,613688896506350,613688896511310
12,12,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,613688896506350,613688896511310
12,12,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAIT_INST_LDS",0.00000000e+00,613688896506350,613688896511310
12,12,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAVES_sum",8.000000,613688896506350,613688896511310
12,12,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_RDREQ_32B_sum",0.00000000e+00,613688896506350,613688896511310
12,12,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_WRREQ_64B_sum",0.00000000e+00,613688896506350,613688896511310
12,12,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_HIT_sum",0.00000000e+00,613688896506350,613688896511310
12,12,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_MISS_sum",19.000000,613688896506350,613688896511310
13,13,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_LDS",0.00000000e+00,613688896582510,613688896586190
13,13,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VALU",105.000000,613688896582510,613688896586190
13,13,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_RD",1.000000,613688896582510,613688896586190
13,13,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_WR",1.000000,613688896582510,613688896586190
13,13,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,613688896582510,613688896586190
13,13,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAIT_INST_LDS",0.00000000e+00,613688896582510,613688896586190
13,13,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAVES_sum",8.000000,613688896582510,613688896586190
13,13,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_RDREQ_32B_sum",0.00000000e+00,613688896582510,613688896586190
13,13,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_WRREQ_64B_sum",0.00000000e+00,613688896582510,613688896586190
13,13,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_HIT_sum",0.00000000e+00,613688896582510,613688896586190
13,13,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_MISS_sum",17.000000,613688896582510,613688896586190
14,14,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_LDS",0.00000000e+00,613688897225550,613688897230190
14,14,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VALU",105.000000,613688897225550,613688897230190
14,14,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_RD",1.000000,613688897225550,613688897230190
14,14,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_WR",1.000000,613688897225550,613688897230190
14,14,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_LDS_BANK_CONFLICT",0.00000000e+00,613688897225550,613688897230190
14,14,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAIT_INST_LDS",0.00000000e+00,613688897225550,613688897230190
14,14,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_WAVES_sum",8.000000,613688897225550,613688897230190
14,14,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_RDREQ_32B_sum",0.00000000e+00,613688897225550,613688897230190
14,14,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_EA_WRREQ_64B_sum",0.00000000e+00,613688897225550,613688897230190
14,14,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_HIT_sum",0.00000000e+00,613688897225550,613688897230190
14,14,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"TCC_MISS_sum",29.000000,613688897225550,613688897230190
15,15,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_LDS",0.00000000e+00,613688940787206,613688940792326
15,15,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VALU",105.000000,613688940787206,613688940792326
15,15,"Agent 1",1,280561,280561,512,8,"__amd_rocclr_copyBuffer",512,0,0,16,0,32,"SQ_INSTS_VMEM_RD",1.000000,613688940787206,613688940792326
